profile_id,immediate_available_capital_10k_krw,max_self_investment_10k_krw,operating_reserve_10k_krw,funding_self_savings_flag,self_savings_amount_10k_krw,funding_family_flag,family_funding_amount_10k_krw,funding_investor_flag,investor_funding_amount_10k_krw,funding_loan_flag,loan_status,desired_loan_amount_10k_krw,expected_interest_rate_pct,loan_term_months,repayment_method,current_debt_total_10k_krw,current_monthly_debt_payment_10k_krw,minimum_monthly_living_cost_10k_krw,post_startup_household_monthly_after_tax_income_10k_krw,planned_expense_1_purpose,planned_expense_1_amount_10k_krw,planned_expense_1_timing_months,planned_expense_2_purpose,planned_expense_2_amount_10k_krw,planned_expense_2_timing_months,current_franchise_store_count,existing_store_monthly_net_profit_10k_krw,new_store_planned_operation_months,target_monthly_after_tax_income_10k_krw,target_payback_years,actual_startup_timing_months,preferred_industry_count,preferred_industry_1,preferred_industry_2,preferred_industry_3
USR00136,2500,1800,700,1,2500,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,0,0,390,770,출산·육아,6900,24,주거 이전,3100,18,0,0,24,310,4,36,2,이미용,안경,
USR00137,2900,2500,400,1,2900,0,0,0,0,1,검토 중,4700,4.22,60,원금균등상환,8100,110,580,380,없음,0,0,없음,0,0,0,0,12,1000,1.5,12,1,이사,,
USR00138,9000,6300,2700,1,9000,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,0,0,170,700,차량 구입,1400,6,의료,7400,24,0,0,6,480,6.5,6,1,인력 파견,,
USR00139,10600,8400,2200,1,10600,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,0,0,520,780,없음,0,0,없음,0,0,0,0,120,810,3.5,24,1,일식,,
USR00140,600,400,200,1,600,1,1400,0,0,0,대출 계획 없음,0,0,0,해당 없음,0,0,570,870,없음,0,0,없음,0,0,0,0,12,850,3.5,24,1,임대,,
USR00141,4200,3000,1200,1,4200,1,1500,0,0,1,사전 상담 완료,9200,3.61,60,만기일시상환,26200,310,370,0,없음,0,0,없음,0,0,0,0,12,400,3,6,1,자동차 관련,,
USR00142,29800,24900,4900,1,29800,0,0,1,9600,0,대출 계획 없음,0,0,0,해당 없음,0,0,170,200,출산·육아,2200,12,없음,0,0,0,0,60,590,6.5,3,2,제과제빵,유아 관련 (교육 외),
USR00143,13600,9800,3800,1,13600,0,0,0,0,1,승인 완료,11700,10,12,원금균등상환,0,0,210,260,없음,0,0,없음,0,0,0,0,12,500,4,12,1,주점,,
USR00144,2600,2200,400,1,2600,0,0,0,0,1,승인 완료,11500,7.49,24,원리금균등상환,0,0,410,840,차량 구입,6700,18,없음,0,0,0,0,36,1300,2.5,6,1,중식,,
USR00145,8300,6200,2100,1,8300,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,0,0,580,520,없음,0,0,없음,0,0,0,0,12,290,4.5,3,1,치킨,,
USR00146,9200,8100,1100,1,9200,0,0,0,0,1,검토 중,13100,11.4,84,원리금균등상환,0,0,540,0,없음,0,0,없음,0,0,1,2330,120,0,7,24,1,커피,,
USR00147,3300,2900,400,1,3300,0,0,0,0,1,사전 상담 완료,3400,3.99,120,원금균등상환,7300,100,340,320,없음,0,0,없음,0,0,0,0,36,1500,4.5,6,1,패스트푸드,,
USR00148,3700,3300,400,1,3700,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,0,0,380,400,출산·육아,1700,12,없음,0,0,0,0,60,720,5.5,3,1,편의점,,
USR00149,2100,1800,300,1,2100,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,0,0,510,0,의료,4100,18,없음,0,0,0,0,12,0,4,3,1,피자,,
USR00150,2100,1800,300,1,2100,0,0,0,0,1,검토 중,2100,6.7,84,만기일시상환,21300,360,360,790,기타,5800,24,없음,0,0,0,0,60,0,2,12,2,한식,아이스크림/빙수 ,
USR00151,14500,10800,3700,1,14500,0,0,0,0,1,검토 중,11100,11.97,120,원리금균등상환,0,0,570,360,없음,0,0,없음,0,0,0,0,60,1410,1.5,6,2,화장품,교육 (외국어),
USR00152,20500,14900,5600,1,20500,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,13100,140,350,0,출산·육아,3300,12,없음,0,0,0,0,120,1080,5.5,6,1,PC방,,
USR00153,2900,2600,300,1,2900,0,0,0,0,1,검토 중,1600,3.93,12,원리금균등상환,0,0,360,460,없음,0,0,없음,0,0,0,0,60,1160,5.5,6,1,교육 (교과),,
USR00154,600,400,200,1,600,1,500,0,0,0,대출 계획 없음,0,0,0,해당 없음,18600,200,410,430,없음,0,0,없음,0,0,0,0,120,1350,7,24,1,교육 (외국어),,
USR00155,1000,800,200,1,1000,0,0,0,0,1,검토 중,7900,6.95,120,원리금균등상환,17800,250,380,630,결혼,2500,36,없음,0,0,0,0,60,1160,3.5,12,1,기타 교육,,
USR00156,13400,11100,2300,1,13400,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,28500,310,190,180,차량 구입,6900,12,없음,0,0,0,0,36,710,5,24,2,기타 서비스,편의점,
USR00157,14100,12700,1400,1,14100,0,0,0,0,1,검토 중,9600,3.35,60,만기일시상환,0,0,400,0,가족 지원,7900,12,차량 구입,2400,24,0,0,36,1390,3,24,1,기타 외국식,,
USR00158,14900,10700,4200,1,14900,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,2500,70,200,320,없음,0,0,없음,0,0,1,290,24,580,5,6,1,기타 외식,,
USR00159,4900,4200,700,1,4900,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,3500,50,460,0,없음,0,0,없음,0,0,0,0,60,1060,2,6,1,기타도소매,,
USR00160,1900,1400,500,1,1900,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,0,0,390,660,기타,4200,36,결혼,6700,30,0,0,120,710,2.5,36,1,기타도소매,,
USR00161,1900,1500,400,1,1900,0,0,0,0,1,검토 중,7200,5.35,12,원리금균등상환,0,0,440,710,결혼,3200,18,주거 이전,5200,24,0,0,6,370,3,12,1,분식,,
USR00162,14100,9900,4200,1,14100,0,0,1,7000,0,대출 계획 없음,0,0,0,해당 없음,28000,360,210,310,차량 구입,2600,18,기타,9500,36,1,1900,60,1460,2,24,2,서양식,패스트푸드,
USR00163,2400,1700,700,1,2400,0,0,1,5800,0,대출 계획 없음,0,0,0,해당 없음,11500,140,230,280,없음,0,0,없음,0,0,0,0,36,870,4.5,6,1,세탁,,
USR00164,10700,9300,1400,1,10700,0,0,0,0,1,승인 완료,4700,7.13,48,만기일시상환,13900,170,580,470,없음,0,0,없음,0,0,3,1650,60,1180,1.5,6,1,스포츠 관련,,
USR00165,2100,1600,500,1,2100,0,0,0,0,1,사전 상담 완료,13400,5.25,48,원금균등상환,29100,400,500,680,교육,400,18,없음,0,0,0,0,6,1230,4,6,1,아이스크림/빙수 ,,
USR00166,24400,20700,3700,1,24400,1,1700,0,0,1,검토 중,5800,3.4,60,만기일시상환,0,0,500,440,없음,0,0,없음,0,0,0,0,24,870,4.5,6,1,안경,,
USR00167,9300,7700,1600,1,9300,1,4200,0,0,1,검토 중,5900,5.23,48,원금균등상환,25400,290,540,630,없음,0,0,없음,0,0,0,0,6,1410,5.5,12,2,기타도소매,이사,
USR00168,800,600,200,1,800,0,0,0,0,1,검토 중,2800,11.47,48,원리금균등상환,0,0,430,660,없음,0,0,없음,0,0,0,0,6,1290,7,36,1,오락,,
USR00169,1500,1200,300,1,1500,0,0,0,0,1,승인 완료,7000,8.49,120,원리금균등상환,0,0,270,550,교육,3600,18,없음,0,0,0,0,12,510,6.5,6,1,운송,,
USR00172,4200,3100,1100,1,4200,0,0,0,0,1,검토 중,10100,7.1,12,원금균등상환,0,0,160,460,결혼,9000,30,없음,0,0,0,0,6,1100,2,36,1,음료 (커피 외),,
USR00173,6300,5200,1100,1,6300,0,0,1,2400,1,검토 중,5500,7.37,48,원금균등상환,5800,120,220,840,없음,0,0,없음,0,0,0,0,120,0,5,12,1,기타도소매,,
USR00174,2900,2500,400,1,2900,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,0,0,190,410,주거 이전,3000,6,없음,0,0,0,0,12,1340,6.5,24,3,이미용,자동차 관련,커피
USR00175,4500,3600,900,1,4500,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,5900,90,250,590,없음,0,0,없음,0,0,0,0,6,900,2.5,12,1,이사,,
USR00176,3900,3000,900,1,3900,0,0,0,0,1,검토 중,1200,6.72,120,만기일시상환,0,0,360,800,없음,0,0,없음,0,0,0,0,12,1040,4.5,12,1,인력 파견,,
USR00177,3300,2700,600,1,3300,0,0,0,0,1,사전 상담 완료,8400,10.29,60,원리금균등상환,2400,30,590,530,없음,0,0,없음,0,0,0,0,12,360,5,6,2,일식,한식,
USR00178,5600,3900,1700,1,5600,1,3500,0,0,1,사전 상담 완료,13100,6.26,24,만기일시상환,0,0,530,670,의료,4600,24,없음,0,0,0,0,120,1220,5,24,2,임대,서양식,
USR00179,3100,2400,700,1,3100,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,0,0,200,0,기타,7900,6,없음,0,0,0,0,12,1270,2,12,1,자동차 관련,,
USR00180,4200,3400,800,1,4200,1,3400,0,0,1,검토 중,8600,8.89,84,만기일시상환,0,0,190,540,가족 지원,2900,18,교육,3400,30,0,0,60,290,0,24,2,제과제빵,음료 (커피 외),
USR00181,8100,6800,1300,1,8100,0,0,0,0,1,검토 중,4200,11.11,60,원리금균등상환,0,0,300,0,없음,0,0,없음,0,0,1,2360,36,540,2.5,24,1,주점,,
USR00182,7400,5900,1500,1,7400,0,0,0,0,1,검토 중,4600,8.41,60,만기일시상환,18400,570,310,490,교육,6800,36,가족 지원,9600,18,0,0,120,390,3.5,6,1,중식,,
USR00183,10000,8300,1700,1,10000,1,2000,1,5000,0,대출 계획 없음,0,0,0,해당 없음,0,0,270,270,결혼,4800,36,없음,0,0,0,0,12,1490,3,24,1,치킨,,
USR00184,5500,4700,800,1,5500,0,0,0,0,1,검토 중,3600,11.61,36,만기일시상환,0,0,560,320,의료,7700,30,없음,0,0,0,0,36,830,5,6,1,커피,,
USR00185,4400,3700,700,1,4400,0,0,0,0,1,승인 완료,11000,9.06,48,만기일시상환,0,0,190,0,차량 구입,2500,36,없음,0,0,0,0,60,330,0,3,1,패스트푸드,,
USR00186,22200,18300,3900,1,22200,0,0,0,0,1,사전 상담 완료,6100,7.93,12,만기일시상환,0,0,520,0,없음,0,0,없음,0,0,0,0,24,1200,3.5,6,1,편의점,,
USR00187,6800,4800,2000,1,6800,0,0,0,0,1,사전 상담 완료,4800,5.6,24,만기일시상환,9200,120,240,0,출산·육아,3300,30,없음,0,0,0,0,120,1050,6,6,3,피자,스포츠 관련,기타도소매
USR00188,1600,1300,300,1,1600,0,0,0,0,1,사전 상담 완료,7000,4.03,36,원리금균등상환,17000,170,210,480,없음,0,0,없음,0,0,0,0,12,300,5,24,2,한식,자동차 관련,
USR00189,5200,4000,1200,1,5200,0,0,1,8400,1,승인 완료,3400,6.44,12,만기일시상환,28100,330,440,150,출산·육아,2400,30,없음,0,0,0,0,6,0,1,6,1,화장품,,
USR00190,11300,9900,1400,1,11300,0,0,1,8400,1,사전 상담 완료,2900,9.37,12,원금균등상환,14800,160,580,480,없음,0,0,없음,0,0,0,0,120,0,0,3,2,PC방,교육 (외국어),
USR02983,2700,2300,400,1,2700,0,0,1,4000,0,대출 계획 없음,0,0,0,해당 없음,0,0,480,370,없음,0,0,없음,0,0,1,1480,12,750,6,24,2,유아 관련 (교육 외),기타 교육,
USR03335,9500,7800,1700,1,9500,0,0,0,0,1,검토 중,13400,10.43,60,원리금균등상환,0,0,420,270,없음,0,0,없음,0,0,0,0,120,540,3,6,1,주점,,
USR03336,2100,1500,600,1,2100,0,0,0,0,1,사전 상담 완료,9800,10.75,60,만기일시상환,0,0,380,0,기타,3200,24,없음,0,0,1,330,120,450,3.5,12,2,중식,일식,
USR03337,11300,8200,3100,1,11300,0,0,1,2900,1,사전 상담 완료,7200,4.98,60,원리금균등상환,0,0,510,820,없음,0,0,없음,0,0,0,0,120,750,5,6,1,치킨,,
USR03338,6600,5900,700,1,6600,0,0,0,0,1,검토 중,2200,6.52,12,원금균등상환,0,0,540,210,없음,0,0,없음,0,0,1,490,12,1240,0,12,1,커피,,
USR03339,7400,6100,1300,1,7400,0,0,0,0,1,검토 중,6900,5.33,120,원리금균등상환,0,0,530,0,의료,4500,36,없음,0,0,0,0,24,460,3,12,2,패스트푸드,편의점,
USR03342,2800,2400,400,1,2800,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,0,0,290,600,교육,5800,30,주거 이전,5500,6,0,0,120,1450,5.5,12,1,한식,,
USR03343,2300,2100,200,1,2300,0,0,0,0,1,검토 중,6300,3.27,48,원리금균등상환,0,0,390,900,의료,700,12,없음,0,0,3,5040,6,370,4,12,2,화장품,중식,
USR03344,5900,5100,800,1,5900,0,0,0,0,1,검토 중,1600,7.74,84,만기일시상환,19100,190,570,210,가족 지원,6000,30,없음,0,0,0,0,12,1140,2,3,1,PC방,,
USR03348,3600,3100,500,1,3600,0,0,0,0,1,사전 상담 완료,5400,8.3,60,원리금균등상환,0,0,360,550,없음,0,0,없음,0,0,0,0,24,980,5,6,2,기타 서비스,중식,
USR03349,4300,3000,1300,1,4300,0,0,1,7800,0,대출 계획 없음,0,0,0,해당 없음,0,0,330,0,의료,8900,24,없음,0,0,0,0,24,1470,2,24,1,기타 외국식,,
USR03350,12100,9100,3000,1,12100,0,0,0,0,1,검토 중,14300,3.89,48,원금균등상환,20800,520,340,340,없음,0,0,없음,0,0,1,750,60,810,3.5,6,1,기타 외식,,
USR03351,15500,13800,1700,1,15500,0,0,0,0,1,검토 중,8900,10.42,12,만기일시상환,17100,220,560,800,주거 이전,8000,36,없음,0,0,0,0,120,760,6,24,1,기타도소매,,
USR03352,23400,18600,4800,1,23400,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,0,0,480,250,없음,0,0,없음,0,0,0,0,36,860,1.5,24,1,기타도소매,,
USR03353,4100,3100,1000,1,4100,0,0,1,7300,1,검토 중,14600,9.61,84,만기일시상환,0,0,440,350,없음,0,0,없음,0,0,0,0,12,1250,6,6,1,분식,,
USR03355,14500,10600,3900,1,14500,1,4100,0,0,1,승인 완료,11900,6.13,24,만기일시상환,5500,90,280,240,없음,0,0,없음,0,0,0,0,6,1440,6,6,1,세탁,,
USR03359,1700,1300,400,1,1700,0,0,0,0,1,검토 중,7900,4.92,36,만기일시상환,0,0,330,540,결혼,5200,12,없음,0,0,0,0,12,780,2,3,2,기타도소매,제과제빵,
USR03361,11600,8600,3000,1,11600,1,4800,0,0,0,대출 계획 없음,0,0,0,해당 없음,0,0,580,610,기타,4900,12,가족 지원,6600,30,0,0,120,1180,7,12,2,운송,스포츠 관련,
USR03365,26400,20600,5800,1,26400,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,0,0,550,260,없음,0,0,없음,0,0,0,0,24,1120,3,12,1,기타도소매,,
USR03366,5400,3800,1600,1,5400,0,0,0,0,1,검토 중,11000,10.42,12,원리금균등상환,0,0,340,870,없음,0,0,없음,0,0,0,0,24,600,4,6,1,이미용,,
USR03369,14900,12900,2000,1,14900,1,2300,1,9100,1,검토 중,7900,11.86,12,원금균등상환,10100,120,480,370,없음,0,0,없음,0,0,0,0,60,1480,1,12,2,일식,기타 외식,
USR03372,11800,9500,2300,1,11800,0,0,0,0,1,검토 중,8900,3.55,24,만기일시상환,15900,450,580,590,주거 이전,9900,36,교육,9100,18,0,0,24,340,6.5,12,2,제과제빵,화장품,
USR03373,5100,3900,1200,1,5100,1,3900,0,0,1,사전 상담 완료,2100,7.9,120,원금균등상환,0,0,310,780,교육,4700,6,의료,5600,18,0,0,60,890,5,6,1,주점,,
USR03374,3300,2400,900,1,3300,0,0,0,0,1,검토 중,14000,4.89,12,만기일시상환,12800,160,220,740,가족 지원,3800,36,기타,4300,30,0,0,120,810,0,6,1,중식,,
USR03375,3200,2400,800,1,3200,0,0,1,8200,1,사전 상담 완료,11800,10.04,84,만기일시상환,0,0,520,180,주거 이전,5500,30,가족 지원,1800,30,0,0,12,750,6,3,1,치킨,,
USR03376,6300,5100,1200,1,6300,0,0,0,0,1,검토 중,4500,6.89,12,만기일시상환,29800,680,270,0,없음,0,0,없음,0,0,0,0,60,910,4,6,3,커피,분식,주점
USR03377,8800,7000,1800,1,8800,0,0,0,0,1,검토 중,4300,8.73,120,원리금균등상환,9900,210,420,700,없음,0,0,없음,0,0,0,0,24,470,4,12,1,패스트푸드,,
USR03380,11500,10000,1500,1,11500,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,0,0,230,860,가족 지원,9700,30,없음,0,0,3,1680,120,490,4,12,1,한식,,
USR03381,10100,7200,2900,1,10100,0,0,0,0,1,검토 중,1200,4.39,60,만기일시상환,0,0,220,770,없음,0,0,없음,0,0,0,0,12,1260,2.5,6,1,화장품,,
USR03382,18000,15300,2700,1,18000,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,0,0,180,880,없음,0,0,없음,0,0,1,410,24,1360,6,3,1,PC방,,
USR03386,4500,3700,800,1,4500,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,0,0,490,570,교육,7100,36,차량 구입,8100,30,2,5690,24,560,5,12,2,기타 서비스,기타도소매,
USR03387,5500,4100,1400,1,5500,0,0,0,0,1,검토 중,9600,5.32,12,원리금균등상환,800,10,560,350,의료,3900,6,결혼,5200,12,0,0,6,1040,2,6,1,기타 외국식,,
USR03388,800,600,200,1,800,1,1000,0,0,1,사전 상담 완료,2000,5.16,12,원금균등상환,0,0,220,720,없음,0,0,없음,0,0,0,0,120,1200,6,12,2,기타 외식,오락,
USR03389,10400,7500,2900,1,10400,0,0,0,0,1,사전 상담 완료,1500,5.97,24,원리금균등상환,21400,440,400,220,기타,3500,24,없음,0,0,0,0,120,1020,1.5,12,1,기타도소매,,
USR03390,6800,5500,1300,1,6800,0,0,1,1100,0,대출 계획 없음,0,0,0,해당 없음,0,0,490,890,없음,0,0,없음,0,0,1,1810,6,0,5.5,6,1,기타도소매,,
USR03391,14400,12600,1800,1,14400,0,0,0,0,1,사전 상담 완료,1800,8.16,84,원리금균등상환,26300,340,310,630,없음,0,0,없음,0,0,0,0,24,1110,4.5,24,1,분식,,
USR03393,26500,21400,5100,1,26500,0,0,0,0,1,검토 중,10300,4.58,120,원리금균등상환,0,0,540,240,없음,0,0,없음,0,0,0,0,24,470,1,12,2,세탁,제과제빵,
USR03399,3900,3400,500,1,3900,0,0,0,0,1,사전 상담 완료,11800,10.25,24,원금균등상환,8600,200,270,0,교육,1900,12,결혼,5600,18,0,0,120,400,2.5,6,2,운송,제과제빵,
USR03404,10100,8600,1500,1,10100,0,0,0,0,1,검토 중,9800,7.26,24,원금균등상환,0,0,460,270,없음,0,0,없음,0,0,0,0,12,1340,6.5,3,1,이미용,,
USR03407,5200,4400,800,1,5200,0,0,1,6200,1,검토 중,10000,3.97,12,만기일시상환,0,0,510,470,결혼,2600,18,없음,0,0,0,0,36,790,2,6,2,일식,교육 (교과),
USR03410,2700,2200,500,1,2700,1,3700,0,0,0,대출 계획 없음,0,0,0,해당 없음,800,20,590,730,출산·육아,1500,30,결혼,5000,18,3,4860,36,0,5,6,1,제과제빵,,
USR03411,11900,10600,1300,1,11900,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,0,0,560,800,결혼,9300,18,없음,0,0,0,0,24,360,5.5,12,1,주점,,
USR03412,22000,16900,5100,1,22000,0,0,0,0,1,사전 상담 완료,11800,10.87,24,원리금균등상환,19100,420,460,750,없음,0,0,없음,0,0,0,0,60,1160,3.5,6,2,중식,이미용,
USR03413,13500,11000,2500,1,13500,1,3700,0,0,0,대출 계획 없음,0,0,0,해당 없음,0,0,300,760,없음,0,0,없음,0,0,0,0,12,1390,1.5,12,1,치킨,,
USR03414,7200,6200,1000,1,7200,0,0,1,8900,1,사전 상담 완료,14800,8.28,36,원리금균등상환,25800,370,370,0,없음,0,0,없음,0,0,0,0,60,1280,5,24,2,커피,이미용,
USR03415,22500,16400,6100,1,22500,0,0,0,0,1,사전 상담 완료,8800,5.63,24,만기일시상환,0,0,600,840,없음,0,0,없음,0,0,0,0,120,1110,3,36,1,패스트푸드,,
USR03418,6100,4900,1200,1,6100,0,0,0,0,1,사전 상담 완료,8900,5.16,84,만기일시상환,0,0,360,870,의료,4300,30,없음,0,0,0,0,12,290,3.5,12,1,한식,,
USR03419,12800,10700,2100,1,12800,1,5000,0,0,1,검토 중,5200,9.59,24,원금균등상환,0,0,370,770,가족 지원,8500,12,차량 구입,7200,30,0,0,120,1430,4,12,1,화장품,,
USR03420,3700,2700,1000,1,3700,1,3300,0,0,1,사전 상담 완료,10600,10.43,48,만기일시상환,14400,330,500,830,기타,1700,30,없음,0,0,0,0,6,690,4.5,12,1,PC방,,
USR03424,20400,16100,4300,1,20400,0,0,0,0,1,검토 중,5400,5.64,36,원금균등상환,0,0,250,170,없음,0,0,없음,0,0,0,0,120,270,0,6,1,기타 서비스,,
USR03425,1800,1600,200,1,1800,0,0,0,0,1,검토 중,5200,3.73,120,원금균등상환,0,0,600,490,차량 구입,4400,18,결혼,9300,18,0,0,12,1430,7,6,1,기타 외국식,,
USR03426,3200,2600,600,1,3200,0,0,0,0,1,검토 중,7700,3.25,60,만기일시상환,0,0,300,390,의료,4500,12,없음,0,0,0,0,12,930,5,24,1,기타 외식,,
USR03429,5900,4700,1200,1,5900,0,0,0,0,1,검토 중,7700,9.68,60,만기일시상환,0,0,240,280,주거 이전,5900,36,출산·육아,2800,36,1,2250,24,900,3,24,1,분식,,
USR03431,6400,5300,1100,1,6400,1,4600,0,0,1,검토 중,3900,6.28,120,만기일시상환,0,0,230,680,없음,0,0,없음,0,0,0,0,60,430,2,3,2,세탁,자동차 관련,
USR03437,6100,5500,600,1,6100,0,0,0,0,1,검토 중,13000,4.11,24,원금균등상환,13200,210,470,320,결혼,9300,6,없음,0,0,0,0,24,1460,6.5,12,3,운송,임대,교육 (외국어)
USR03442,20300,15700,4600,1,20300,0,0,0,0,1,검토 중,13500,7.1,60,만기일시상환,10800,110,530,620,주거 이전,9400,36,교육,5700,30,0,0,6,0,0,24,1,이미용,,
USR03445,5500,4000,1500,1,5500,1,2600,1,3700,1,사전 상담 완료,4000,5.13,12,원리금균등상환,0,0,530,720,없음,0,0,없음,0,0,0,0,6,950,6.5,6,1,일식,,
USR03448,3100,2500,600,1,3100,0,0,0,0,1,사전 상담 완료,9300,9.04,12,원금균등상환,0,0,210,0,없음,0,0,없음,0,0,1,890,6,850,6,24,1,제과제빵,,
USR03449,900,700,200,1,900,1,2500,0,0,1,사전 상담 완료,2100,8.92,24,원리금균등상환,0,0,440,740,없음,0,0,없음,0,0,0,0,60,1020,6.5,24,1,주점,,
USR03450,20000,17800,2200,1,20000,0,0,0,0,1,검토 중,14500,4.39,120,원리금균등상환,0,0,150,290,주거 이전,9700,6,의료,9400,18,0,0,120,650,6,6,2,중식,음료 (커피 외),
USR03451,8300,6500,1800,1,8300,0,0,0,0,1,승인 완료,6700,5.7,36,만기일시상환,0,0,480,0,교육,6800,30,출산·육아,9800,24,0,0,12,350,5,24,1,치킨,,
USR03452,2200,1800,400,1,2200,1,2200,0,0,1,검토 중,12200,3.22,60,원금균등상환,0,0,210,300,차량 구입,2200,6,결혼,6800,36,0,0,60,470,0,3,2,커피,유아 관련 (교육 외),
USR03453,5000,3600,1400,1,5000,1,3300,0,0,0,대출 계획 없음,0,0,0,해당 없음,0,0,480,490,주거 이전,3500,12,출산·육아,9700,36,0,0,24,260,2,6,1,패스트푸드,,
USR03456,4500,3300,1200,1,4500,1,600,0,0,1,검토 중,2700,7.44,36,원리금균등상환,27600,370,540,790,없음,0,0,없음,0,0,0,0,24,1220,5.5,3,1,한식,,
USR03457,13000,11500,1500,1,13000,1,1300,0,0,1,검토 중,12400,4.7,12,원금균등상환,23900,250,190,350,주거 이전,4200,24,없음,0,0,1,1030,120,440,6,3,2,화장품,오락,
USR03458,3100,2500,600,1,3100,1,700,0,0,1,검토 중,5300,11.28,60,원금균등상환,3700,40,330,350,없음,0,0,없음,0,0,0,0,12,490,6.5,6,1,PC방,,
USR03462,8800,6700,2100,1,8800,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,0,0,350,720,없음,0,0,없음,0,0,0,0,120,1370,6.5,24,1,기타 서비스,,
USR03463,29200,24900,4300,1,29200,0,0,1,2400,1,사전 상담 완료,11400,3.76,84,원금균등상환,0,0,540,210,없음,0,0,없음,0,0,0,0,6,0,4,24,1,기타 외국식,,
USR03464,7100,6100,1000,1,7100,0,0,0,0,1,검토 중,4300,4.68,60,원리금균등상환,0,0,580,650,없음,0,0,없음,0,0,0,0,120,410,2.5,24,1,기타 외식,,
USR03466,9100,7800,1300,1,9100,1,2600,0,0,1,검토 중,9500,4.91,84,원금균등상환,16100,220,540,840,없음,0,0,없음,0,0,0,0,24,290,3.5,6,3,기타도소매,치킨,교육 (교과)
USR03467,6700,5500,1200,1,6700,0,0,0,0,1,검토 중,4200,3.59,36,원리금균등상환,0,0,420,560,의료,2300,24,없음,0,0,0,0,24,0,5,24,2,분식,편의점,
USR03469,3800,3300,500,1,3800,1,3700,1,1000,1,검토 중,8700,5.12,60,만기일시상환,27500,800,340,0,없음,0,0,없음,0,0,2,630,36,560,5.5,12,1,세탁,,
USR03475,1500,1300,200,1,1500,0,0,0,0,1,승인 완료,12700,7.11,84,만기일시상환,0,0,430,300,차량 구입,700,30,없음,0,0,0,0,12,1130,0,12,2,운송,기타도소매,
USR03480,3800,3100,700,1,3800,0,0,1,6200,1,사전 상담 완료,6500,6.32,12,원금균등상환,0,0,500,0,없음,0,0,없음,0,0,0,0,6,510,4.5,6,1,이미용,,
USR03483,26900,23200,3700,1,26900,1,2400,0,0,1,검토 중,12700,8.07,120,만기일시상환,0,0,180,0,교육,2900,6,기타,8200,30,0,0,36,0,5.5,12,1,일식,,
USR03486,9300,7100,2200,1,9300,0,0,1,8000,1,사전 상담 완료,7200,11.96,120,원리금균등상환,0,0,320,560,없음,0,0,없음,0,0,0,0,12,1050,5.5,24,1,제과제빵,,
USR03487,7300,5600,1700,1,7300,0,0,0,0,1,사전 상담 완료,13900,8.35,48,만기일시상환,0,0,310,0,의료,4100,30,없음,0,0,0,0,6,1450,5.5,24,2,주점,유아 관련 (교육 외),
USR03488,4900,3700,1200,1,4900,0,0,0,0,0,대출 계획 없음,0,0,0,해당 없음,4800,70,170,480,없음,0,0,없음,0,0,0,0,60,720,5,6,1,중식,,
USR03490,2300,1700,600,1,2300,0,0,0,0,1,검토 중,10400,10.98,120,원리금균등상환,6700,120,530,460,없음,0,0,없음,0,0,0,0,24,1370,3.5,12,1,커피,,
USR03491,8600,7400,1200,1,8600,1,1700,0,0,1,사전 상담 완료,13300,6.93,84,원금균등상환,0,0,280,800,없음,0,0,없음,0,0,1,1080,12,1230,4,6,1,패스트푸드,,
USR03494,3300,2900,400,1,3300,1,3100,0,0,1,검토 중,3800,10.12,24,원리금균등상환,0,0,460,0,없음,0,0,없음,0,0,0,0,60,1370,4,24,1,한식,,
USR03495,14100,11900,2200,1,14100,0,0,0,0,1,검토 중,8000,11.95,120,만기일시상환,0,0,480,270,없음,0,0,없음,0,0,0,0,6,600,3.5,12,1,화장품,,
USR03496,1500,1200,300,1,1500,0,0,1,2000,1,검토 중,14400,6.28,24,만기일시상환,18200,190,520,0,의료,4000,6,없음,0,0,0,0,36,330,1.5,12,1,PC방,,
USR03500,1900,1700,200,1,1900,1,2100,0,0,1,검토 중,1900,3.66,120,원금균등상환,29400,420,460,640,기타,9900,6,의료,8900,30,0,0,24,270,4,12,1,기타 서비스,,
